Player Name,Row Labels,Count of Season,GP,G,A,P,plusMinus,PIM,HIT,HTT,SHT,SB,MP,PPG,PPA,PPP,PPS,PPM,PKG,PKA,PKP,PKS,PKM,GWG,GTG,FOT,ENG,HT,PSG,PSA,FW,FL,FD,FOWQ,,
Dante Gallo,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Darren Ferraro,1,10,0,0,0,0,0,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,0,1,590
Dean Colt III,3,14,0,2,2,-9,2,0,5,19,21,4,14,6,193,0,0,0,0,2,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0
Denis Lever,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dennis McKay,2,19,0,0,0,-9,28,,19,,18,,,21,,,,,,,,,,,,,,,,,,,,0,0,9
Dennis Seidenberg,3,35,0,15,15,1,59,15,94,50,20,0,0,41,765,0,7,7,15,69,0,0,0,0,57,0,0,0,0,0,0,0,1,,,
Denver Wolfe,1,19,0,8,8,7,0,,33,,12,,,5,210.7,0,0,0,,0.266666667,0,0,0,,5,0,,0,,,,,0,,,
Derek Underscore,1,5,0,1,1,0,0,0,5,1,3,0,0,4,128,0,0,0,2,13,0,0,0,0,9,0,0,0,0,0,0,0,0,,,
Desmond Carery,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,502
Dick Dastardly,3,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dickie Adua,2,18,0,3,3,0,0,0,3,7,3,0,0,3,108,0,0,0,0,2,0,0,0,0,35,0,0,11,0,0,0,0,0,0,0,0
Dominic Weber,1,16,0,0,0,0,2,0,3,1,2,0,0,2,61,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0
Donnie Darko,2,25,0,1,1,2,8,0,13,11,5,0,0,9,151,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,297
Downey Townington,1,7,0,0,0,-1,0,0,1,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,9
Dr. Kenneth Noiswater,1,10,0,0,0,0,0,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,0,,21
Draco Malfoy,2,10,0,0,0,-1,0,0,2,6,2,0,0,1,47,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,4
Dusty Cox,1,7,0,0,0,-7,0,0,10,2,6,0,0,0,109,0,0,0,2,15,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3
Dylan Kearns Jr.,2,10,0,5,5,-4,2,,14,,14,,,13,,,,,,,,,,,,,,,,,,,,,,
Eddie Andrezjeck,1,5,0,2,2,-2,0,0,0,1,2,0,2,8,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,25
Edgars Skalde,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egor Kucherov,1,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Eibhear Sorenson,2,13,0,0,0,-1,0,0,1,0,3,0,0,2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eichel Jordan,2,12,0,3,3,1,0,0,5,1,4,0,0,10,136,0,0,0,1,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,,619
Elias Norberg,3,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eoghan O'Donnell,1,6,0,0,0,0,4,,13,,3,,,3,,,,,,,,,,,,,,,,,,,,0,0,0
Erben Kasius,3,21,0,6,6,-9,6,,12,,43,,,20,392.3333333,0,0,0,,6.45,0,0,0,,13.5,0,,0,,,,,0,0,,19
Eri Arai,2,17,0,0,0,-1,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0,,0
Eric Scheib,2,15,0,4,4,3,10,,8,,20,,,20,,,,,,,,,,,,,,,,,,,,0,0,0
Erik Karlsson,1,20,0,4,4,0,2,0,14,10,7,0,0,13,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Cordes,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Evgeny Semin,1,6,0,2,2,0,0,0,2,8,3,0,0,0,81,0,0,0,0,1,0,0,0,0,0,0,0,74,0,0,0,0,0,1,0,9
Evgeny Yakikov,2,24,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,293
Ezekiel Cook,1,11,0,0,0,-2,2,0,10,3,4,0,0,1,158,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1
Fausto Finazzi,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Pergher,8,90,0,17,17,3,16,0,89,51,12,0,0,76,1194,0,0,0,0,2,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0
Finn McCool,3,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Finnegan Larsson,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fjorm Lyeskov,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frans Erichsen,6,55,0,0,0,-1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Freddy Dorchy,2,19,0,3,3,1,7,,20,,14,,,13,,,,,,,,,,,,,,,,,,,,0,0,17
Frederick Boone,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Fredrich Koenig,5,37,0,13,13,-1,16,0,22,29,19,6,20,41,626,0,1,1,6,30,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,4
Fredrik Wastlund,3,30,0,8,8,-2,64,20,104,25,45,0,0,34,752,0,2,2,21,92,0,0,0,0,82,0,0,0,0,0,0,0,1,0,,2
Gage GSP,1,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Ghost Bear,2,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,699
Gord McKenzie,2,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Gordie Maple,1,12,0,2,2,2,0,0,7,8,1,0,1,9,134,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6
Gotta Love Honors Bio,1,4,0,0,0,-7,0,0,7,2,1,0,0,0,64,0,0,0,0,2,0,0,0,0,2,0,0,82,0,0,0,0,0,0,0,0
Greg Wilson,1,6,0,0,0,-2,5,,1,,3,,,2,,,,,,,,,,,,,,,,,,,,,,
Gustav Helzberg,3,27,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gustavs Muschenkersons,2,19,0,1,1,3,2,0,10,1,0,0,0,4,161,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
H. Ted,1,16,0,1,1,1,0,,7,,14,,,3,,,,,,,,,,,,,,,,,,,,,,
Hamza Ahmed,1,6,0,1,1,1,2,,2,,12,,,1,,,,,,,,,,,,,,,,,,,,0,0,283
Hans Moleman,4,29,0,4,4,-5,8,0,19,11,30,0,0,3,361,0,0,0,0,3,0,0,0,0,2,0,0,33,0,0,0,0,0,0,0,0
Hans Schultz,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Gilmore,1,9,0,1,1,0,24,,17,,17,,,3,,,,,,,,,,,,,,,,,,,,1,1,915
Harl Elemmire,1,5,0,0,0,-3,0,,4,,0,,,1,,,,,,,,,,,,,,,,,,,,0,0,1
Heat Siecker,1,7,0,1,1,-3,4,,3,,5,,,2,124.3833333,0,0,0,,0,0,0,0,,3.55,0,,0,,,,,0,0,0,0
Helmuts Akmenlauks,2,15,0,1,1,0,2,0,5,9,11,1,5,5,191,0,0,0,6,36,0,0,0,0,2,0,0,0,0,0,0,0,0,,,
Henrik Lundqvist Jr.,1,7,0,0,0,-2,0,,2,,6,,,9,97.85,0,0,0,,0,0,0,0,,5.433333333,0,,66,,,,,0,,,
Henrik Vikstrom,6,46,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Henry Lu,1,5,0,0,0,0,0,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,0
Hermanis Villy,3,14,0,0,0,-4,14,0,16,0,0,0,1,10,114,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,507
Hoid Wit,1,14,0,1,1,-2,2,0,17,1,2,0,0,8,153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126
Howie Dewitt,1,5,0,0,0,-1,0,0,0,0,4,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Howie Feltersnatch,2,11,0,4,4,0,27,,16,,8,,,8,,,,,,,,,,,,,,,,,,,,0,0,5
Hugh Manatee,5,55,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Hunter Johnson,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
I Shattenkirksbed,2,28,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Ilmari Maatta,1,6,0,0,0,1,5,5,1,0,1,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivar Ogorodnikov,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.J Krever,2,11,0,1,1,0,37,,17,,29,,,29,,,,,,,,,,,,,,,,,,,,0,1,46
J?ra Cimrman,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
Jaakko Jarvinen,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Brooks,1,12,0,1,1,1,62,,17,,8,,,14,,,,,,,,,,,,,,,,,,,,0,0,0
Jack Crasher,1,6,0,2,2,-5,25,,12,,10,,,11,,,,,,,,,,,,,,,,,,,,0,0,0
Jack Daniels,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Dodds,2,24,0,4,4,4,10,0,20,11,4,0,0,11,265,0,1,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jack Grey,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jack Hansen,2,29,0,6,6,7,23,5,39,21,6,0,2,36,626,0,1,1,1,41,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Jack Nero,2,9,0,1,1,0,0,0,1,2,2,0,0,1,85,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Jack Parker,1,7,0,0,0,-2,2,0,3,1,2,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22
Jacob Geza,1,5,0,0,0,-3,4,0,10,3,2,1,1,3,73,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Jagr Meister,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,713
Jake Peralta,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,376
Jamal Tiggs,1,20,0,0,0,-2,0,0,3,1,2,0,0,5,50,0,0,0,1,5,0,0,0,0,20,0,0,0,0,0,0,0,0,1,1,351
Jan Zacha,1,4,0,2,2,-1,2,0,4,12,4,2,7,1,71,0,0,0,1,10,0,0,0,0,1,0,0,86,0,0,0,0,0,1,,1
Janis D?ro,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jari Sinikka,1,7,0,0,0,-3,4,0,1,1,1,0,0,5,77,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,275
Jarrod Kinderly,1,6,0,1,1,1,8,,11,,11,,,3,,,,,,,,,,,,,,,,,,,,0,0,0
Jason Joe,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
Jason Michaels,3,16,0,4,4,-1,6,0,3,5,3,0,0,11,139,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6
Jay Steele,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaylor Toast,3,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5
Jean Chretien,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60
Jean-Francois Filion,1,6,0,1,1,0,0,,9,,12,,,0,,,,,,,,,,,,,,,,,,,,0,0,10
Jeff Carpenter,1,5,0,3,3,2,9,,2,,6,,,8,,,,,,,,,,,,,,,,,,,,0,0,0
Jeff Hockridge,1,10,0,2,2,6,2,,14,,4,,,9,,,,,,,,,,,,,,,,,,,,0,0,12
Jensen Trygg,4,56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Jerome B. Savard,1,14,0,0,0,0,0,,2,,8,,,0,,,,,,,,,,,,,,,,,,,,0,0,0
Jerry Mander,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Jacek-Kix,2,11,0,0,0,-3,4,0,10,20,7,0,0,0,160,0,0,0,0,1,0,0,0,0,41,0,0,189,0,0,0,0,0,0,0,0
Jill Jellybeanov,6,41,0,0,0,-1,2,0,0,3,0,0,0,1,29,0,0,0,0,6,0,0,0,0,5,0,0,39,0,0,0,0,0,0,,0
Jim Elliot,2,14,0,1,1,3,0,0,0,3,4,1,2,8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Jimbo Gondoo,3,30,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
Jimmy Cahill,2,18,0,4,4,-1,22,0,37,9,1,0,2,21,300,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1
Joe Frankenberg,1,5,0,3,3,-2,4,,4,,7,,,4,,,,,,,,,,,,,,,,,,,,1,1,0
Joey Langdon,2,9,0,0,0,-3,4,0,15,4,9,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,659
Joey Tribbiani,1,5,0,1,1,0,0,0,1,1,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
John Brooks,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
John Luther,3,19,0,8,8,-2,29,15,28,31,8,0,0,28,435,0,2,2,4,44,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
Johnny Cahill,4,29,0,5,5,-3,32,0,85,35,10,0,0,46,639,0,0,0,2,23,0,0,0,1,91,0,0,2,0,0,0,0,0,,,
Johnny Pollak,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Jonatan Back,1,4,0,0,0,-3,6,0,6,0,0,0,0,2,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Joolyan Marszal,2,17,0,3,3,1,6,0,13,16,6,0,0,18,335,0,0,0,0,18,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0
Jordan Bartow,2,10,0,2,2,-9,0,0,9,11,30,0,0,0,180,0,0,0,7,30,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0
Jordan Cousins,3,19,0,2,2,0,19,5,17,5,5,0,0,17,252,0,1,1,2,44,0,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0
Jordan McArthur,4,45,0,11,11,6,58,20,86,32,17,0,0,38,657,0,2,2,9,24,0,0,0,0,84,0,0,0,0,0,0,0,0,1,0,843
Josef Novotny,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Joseph Gagnier,1,7,0,0,0,2,2,0,14,1,2,0,2,5,107,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,,0
Josh O'Brian,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julien Marshall,1,4,0,1,1,-2,0,0,3,8,15,0,0,1,101,0,1,1,2,14,0,0,0,1,16,0,0,6,0,0,0,0,0,,,
Justin Siddals,3,19,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justs Sirmais,1,4,0,1,1,-3,2,0,5,6,5,0,0,1,68,0,0,0,0,8,0,0,0,0,1,0,0,68,0,0,0,0,0,,,
Juulius Smonk,2,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalevi Karhunen,3,17,0,2,2,2,16,0,12,4,13,0,1,11,267.3166667,0,0,0,0,0,0,0,0,0,24.68333333,0,0,1,0,0,0,0,0,0,0,0
Kari Birkeland,2,12,0,0,0,-2,0,0,1,3,2,0,0,0,53,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,12
Kaspars Berzins,3,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kayl Kuzie,1,6,0,1,1,4,4,0,9,3,2,0,0,1,101,0,0,0,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,,,
Kein Monesti,2,25,0,0,0,-1,0,0,1,9,7,0,0,1,86,0,0,0,0,1,0,0,0,0,0,0,0,86,0,0,0,0,0,0,,25
Keith Trubachev,1,6,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,601
Kelly Kane,1,12,0,1,1,-3,30,,22,,11,,,13,,,,,,,,,,,,,,,,,,,,,,
Kelvin Langer,1,6,0,0,0,0,0,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,252
Ken Spiak,1,4,0,0,0,-4,0,0,3,7,3,0,0,4,108,0,0,0,1,13,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Kevin Marleau,3,39,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,74
Khabib Nurmagomedov,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346
Kip Kippery,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kip O'Callahan,2,24,0,0,0,-4,0,0,3,0,1,0,0,1,90,0,0,0,0,9,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,5
Kjetil Veblen,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813
Knight Sir Lancelot Bois,1,11,0,0,0,0,0,0,0,1,0,0,0,1,13,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Kodiak Clark,2,15,0,1,1,-4,2,0,2,2,4,0,0,6,77,0,1,1,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,1481
Kody Clute,1,6,0,1,1,3,2,,8,,8,,,7,,,,,,,,,,,,,,,,,,,,0,0,680
Konstantin Kostoyevskiy,4,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Konstantin Voloshin,2,13,0,1,1,-5,2,0,6,7,17,10,16,2,186,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Kristina Walker,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kristjan Vilhjalmsson,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,409
Kristofer Hallfredsson,1,4,0,0,0,0,2,0,3,1,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Kristoffer Ruud,3,25,0,4,4,-7,0,0,2,23,18,0,0,36,512,0,0,0,0,9,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
Kristy O'Sullivan,1,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyler Gill,1,5,0,0,0,-1,2,0,1,0,2,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
Landon Desnar,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Laraque Obama,5,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
Le Scucker,1,11,0,0,0,-4,2,0,6,3,8,0,0,0,100,0,0,0,2,30,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
Leshaun King,2,11,0,2,2,-6,0,0,8,26,27,7,21,2,190,0,0,0,1,2,0,0,0,0,12,0,0,199,0,0,0,0,0,0,,3
Lochlann O'Rourke,2,17,0,3,3,-4,0,0,9,10,14,0,0,2,197,0,1,1,0,8,0,1,1,3,28,0,0,16,0,0,0,0,0,0,0,0
Logan Court,2,11,0,2,2,-3,0,0,1,11,17,0,0,1,137,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,235
Logan Crosby,6,55,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lord Vader,6,50,0,23,23,-9,72,0,147,71,74,6,6,82,1322,0,3,3,33,125,0,0,0,2,99,0,0,0,0,0,0,0,0,1,2,435
Luc-Pierre Lespineau-Lebrunette,4,21,0,0,0,2,12,,47,,16,,,19,342.6333333,0,0,0,,0.066666667,0,0,0,,11.78333333,0,,0,,,,,0,0,1,0
Luisa Koller,4,41,0,1,1,-2,14,0,36,10,4,4,5,20,477,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,53
Luka Zaitsev,3,21,0,7,7,-1,4,0,25,17,50,0,0,3,346,0,2,2,1,15,0,0,0,0,8,0,0,26,0,0,0,0,0,0,0,5
Mac Hooper,3,23,0,0,0,-4,0,0,3,6,7,0,0,1,74,0,0,0,0,0,0,0,0,0,3,0,0,65,0,0,0,0,0,,,
Maleek Junior,1,11,0,2,2,4,0,0,5,8,6,0,0,3,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54
Marcel Puhringer,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Marcus Nyquist,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marek Martinek,1,5,0,1,1,-5,0,0,0,1,5,0,0,7,113,0,0,0,4,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Marek Vysko?,1,5,0,0,0,-1,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Mark Dymo,1,7,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markus Kane,4,24,0,0,0,-1,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Markus Meliodas,2,27,0,1,1,-5,2,0,9,9,5,1,7,1,134,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,,52
Marshal Ray,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,19
Marshall Ray,2,22,0,0,0,0,0,0,2,3,0,0,0,1,9,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0
Mason Brown,6,35,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,585
Mason Hudson,5,51,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
Master Maguku,4,23,0,0,0,0,0,0,1,1,0,0,0,0,24,0,0,0,0,1,0,0,0,0,7,0,0,3,0,0,0,0,0,,,
Matej Elias,1,6,0,2,2,-1,0,0,6,4,2,3,7,6,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
Mathias Chouinard,3,19,0,1,1,-3,83,,42,,35,,,33,,,,,,,,,,,,,,,,,,,,0,0,0
Matthew Davis,2,12,0,0,0,-4,0,0,2,4,2,0,0,1,74,0,0,0,0,1,0,0,0,0,4,0,0,55,0,0,0,0,0,0,2,1904
