Player Name,Count of Season,GP,G,A,P,plusMinus,PIM,HIT,HTT,SHT,SB,MP,PPG,PPA,PPP,PPS,PPM,PKG,PKA,PKP,PKS,PKM,GWG,GTG,FOT,ENG,HT,PSG,PSA,FW,FL,FD,FOWQ,,,
Ruslan Zhargov,5,201,14,8,22,-23,28,0,88,97,183,0,0,11,2666,2,2,4,26,243,0,0,0,2,75,3,1,248,0,0,0,2,0,3,4,420
Andrew Martin,4,200,52,58,110,-18,22,0,111,308,501,134,349,45,3621,10,11,21,49,323,0,0,0,3,207,6,2,2947,2,1,2,5,0,0,0,0
Jakub Novak,4,200,39,38,77,-7,42,10,152,281,301,77,181,37,3301,5,5,10,38,234,1,0,1,5,171,5,1,3250,0,0,6,16,0,3,7,5265
Zach Laliberte,5,200,29,45,74,-48,19,5,81,160,366,107,271,31,2782,5,9,14,29,163,0,0,0,0,0,5,0,206,0,0,5,14,0,8,4,52
Barak Obrana,4,200,14,59,73,-34,148,0,371,208,164,0,0,257,4145,4,11,15,89,465,1,1,2,1,360,1,1,2,0,0,0,0,0,1,8,0
Kaspar Abraham,4,200,28,45,73,-62,46,0,157,271,358,9,20,27,3686,9,16,25,53,468,0,1,1,5,163,2,0,1984,0,0,2,8,0,0,1,81
Connor Blackwell,4,200,21,49,70,-14,161,45,410,306,262,70,195,20,3119,1,4,5,19,153,0,1,1,2,72,2,0,3494,0,0,1,1,4,0,0,0
Eriks Skalbergs,4,200,40,28,68,-15,36,0,97,162,337,81,234,21,3041,6,4,10,36,209,0,0,0,0,0,3,3,174,0,0,1,3,0,2,6,2
Marc-Andre Moreau,4,200,11,51,62,-10,40,0,180,173,146,0,0,249,3735,5,8,13,50,236,0,0,0,1,292,1,1,0,0,0,0,0,0,0,1,0
Steve French,4,200,30,30,60,-36,119,5,361,163,345,0,0,16,2912,4,11,15,55,356,0,0,0,0,30,3,2,227,1,0,0,7,0,0,0,0
Gareth Ramos,4,200,1,54,55,17,110,10,219,219,73,7,11,133,2973,0,1,1,6,58,0,0,0,0,259,0,0,58,0,0,2,4,0,1,5,0
Eoin MacGregor,5,200,12,40,52,-37,281,55,497,161,114,0,0,233,3891,4,7,11,39,341,0,0,0,1,342,3,0,0,0,0,1,1,4,3,5,3437
Petr Kolesnikovs,4,200,24,28,52,-40,35,15,72,166,218,0,0,19,2645,2,1,3,13,60,0,0,0,0,9,2,0,1480,0,0,0,0,1,0,0,1
Toms Berkis,4,200,7,45,52,-29,229,15,476,176,69,0,0,250,3810,0,0,0,8,47,0,2,2,1,516,1,1,0,0,0,1,1,1,0,0,18
Alphonse Oduya,4,200,26,23,49,-35,42,0,203,170,241,0,0,29,2153,0,0,0,2,5,0,0,0,3,92,4,1,138,0,1,0,0,0,1,0,0
Jonas Larsson,4,200,22,22,44,-9,40,0,76,50,204,53,106,33,2312.95,0,0,0,0,10.76666667,0,0,0,0,15,4,2,98,0,0,0,0,0,0,0,0
Danny Mete,5,200,9,34,43,34,162,0,345,99,117,40,83,136,3064,1,0,1,8,37,0,0,0,0,76,1,1,0,0,0,0,0,0,0,1,0
Tobias F?nke,5,200,5,34,39,-12,152,70,176,220,79,17,46,45,2632,0,3,3,4,141,0,0,0,1,112,1,0,1975,0,0,1,1,3,2,3,186
Conall Macleod,4,200,16,21,37,-22,10,0,22,87,204,0,0,13,1547,0,0,0,1,8,0,0,0,0,3,3,1,92,0,0,0,0,0,0,0,0
Mark Raney,4,200,7,16,23,-42,78,0,171,88,60,9,17,251,2910,0,0,0,2,10,0,0,0,1,286,0,0,0,0,0,0,0,0,0,1,4
Nathan Russett,4,200,12,11,23,-62,4,0,40,57,123,0,0,14,1572,0,2,2,9,118,0,0,0,0,4,3,1,115,0,0,0,0,0,0,0,262
Callum MacElroy,4,200,5,17,22,-16,90,0,191,28,62,15,26,160,3045,1,1,2,3,62,0,0,0,0,171,0,0,1,0,0,0,1,0,0,0,1
Ben Troy,4,200,5,15,20,-47,7,5,25,144,85,0,0,2,1849,0,0,0,1,6,0,0,0,0,30,0,0,1321,0,0,2,9,1,0,0,13
Mirko Antonio Scuderi,4,200,10,10,20,-52,45,35,20,71,132,0,0,13,1396,0,0,0,0,2,0,0,0,0,0,0,0,87,0,0,1,1,0,2,1,7659
Orion Rampage,4,200,10,9,19,-21,30,0,97,80,118,0,0,41,2062,0,0,0,3,16,0,0,0,0,54,1,0,74,0,0,0,2,0,0,0,3279
Yechiel Ben-Tzion,4,200,9,9,18,-36,74,0,237,71,86,0,0,149,2933,1,1,2,8,183,0,0,0,4,340,2,1,17,0,0,0,4,0,0,0,0
Todd Brotuzzi,4,200,9,8,17,-9,102,10,137,43,105,51,72,9,1430,0,0,0,0,16,0,0,0,0,0,1,0,155,0,0,0,0,0,0,0,34
Prime Time,4,200,1,15,16,-4,60,0,162,61,42,0,0,88,1809,0,1,1,12,129,0,0,0,1,231,0,0,14,0,0,0,2,0,0,0,0
Wowbagger The Infinitely Prolo,4,200,4,12,16,-54,28,0,76,80,121,0,0,10,1888,0,1,1,1,22,0,0,0,1,38,2,0,131,0,0,0,0,0,7,12,6152
Montel Vontavious Porter,4,200,0,14,14,-7,104,0,214,43,35,0,0,96,1621,0,0,0,1,2,0,0,0,0,9,0,0,0,0,0,0,0,0,4,9,823
Julie-Anne Marshall,4,200,6,5,11,1,12,0,46,54,56,0,0,3,764,0,0,0,0,0,0,0,0,1,28,0,0,554,0,0,0,0,0,2,15,0
Jorens Stepanovs,4,200,7,3,10,-12,9,5,13,42,65,0,0,9,677,0,0,0,0,0,0,0,0,0,0,5,0,49,0,0,0,0,1,3,11,556
Walter Krysak,4,200,2,8,10,-12,12,10,17,82,19,0,1,7,787,0,1,1,2,61,0,0,0,0,36,1,0,959,0,0,0,0,0,0,0,617
Sim Browski,4,200,4,4,8,-16,39,5,139,18,43,0,0,4,748,0,0,0,0,0,0,0,0,0,0,1,2,57,0,0,0,1,0,2,2,1873
Lukas Muller,4,200,1,6,7,-34,75,5,81,41,14,4,13,74,974,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,34
Hunter Johnson,4,200,0,5,5,-6,37,15,58,7,5,0,0,22,696,0,0,0,1,36,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0
Kari Birkeland,4,200,1,4,5,-17,2,0,16,7,12,0,0,0,455,0,2,2,2,22,0,0,0,0,41,0,0,25,0,0,0,0,0,0,0,3
Rico Salmon,4,200,2,3,5,1,0,0,8,9,20,0,0,3,485,1,0,1,5,53,0,0,0,0,7,0,0,20,0,0,1,1,0,5,15,0
Patrick Kunikov,4,200,2,2,4,-34,28,0,116,90,12,0,0,1,1049,0,0,0,0,2,0,0,0,0,1,0,0,908,0,0,0,0,0,0,,61
Gustavs Muschenkersons,4,200,0,2,2,-5,18,0,36,8,7,0,0,18,636,0,0,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,4,1,1463
Richie Pecker,4,200,0,2,2,-5,26,0,43,16,9,0,0,42,938,0,0,0,0,39,0,0,0,0,182,0,0,0,0,0,0,0,0,1,2,2820
Cole Rogers-Tanaka,4,200,0,1,1,2,2,0,5,0,1,0,0,0,70,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,29
Corey Trevor,4,200,0,1,1,-24,42,0,124,26,35,0,0,22,1435,0,0,0,5,87,0,0,0,1,115,0,0,55,0,0,0,0,0,4,20,0
Jaylor Toast,4,200,0,1,1,-19,4,0,5,10,7,0,0,30,556,0,0,0,1,10,0,0,0,0,21,0,0,0,0,0,0,0,0,3,7,159
Kip Kippery,4,200,0,1,1,0,0,0,0,2,0,0,0,0,38,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0
Clive Stonehands,5,200,0,0,0,-8,6,0,33,7,4,0,0,2,255,0,0,0,0,5,0,0,0,0,11,0,0,18,0,0,0,0,0,0,0,74
Arsene Arsenich,4,200,0,0,0,-2,0,0,7,4,1,2,0,4,127,0,0,0,0,7,0,0,0,0,98,0,0,15,0,0,0,0,0,1,4,8
Buster Hymen,4,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159
Chris McGregor,4,200,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88
Danny Boyes,4,200,0,0,0,0,0,0,0,1,0,0,1,0,120,0,0,0,0,16,0,0,0,0,67,0,0,5,0,0,0,0,0,1,0,1
Evan Cordes,4,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,916
Finn McCool,4,200,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,223
Hypolact Asia,4,200,0,0,0,2,2,0,4,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,380
Jukka Laaksonen,4,200,0,0,0,-2,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0
Justin Siddals,4,200,0,0,0,2,0,0,3,1,0,0,0,1,44,0,0,0,0,1,0,0,0,0,2,0,0,24,0,0,0,0,0,2,1,0
Nick Novak,4,200,0,0,0,-1,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Paul King,4,200,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,6342
William Goose,4,200,0,0,0,-1,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,78
Tuomas Vitikka,4,199,25,26,51,8,40,0,160,91,231,0,0,6,2396,3,6,9,36,338,0,0,0,0,0,1,5,138,0,0,0,0,0,0,0,16
Kurtis Hunter,5,198,31,55,86,13,140,60,154,210,308,105,204,37,3200,5,14,19,36,413,2,4,6,7,261,5,1,211,0,0,3,5,2,0,1,105
Marc-Andre Turcotte,4,198,27,37,64,-1,119,55,193,132,390,132,210,47,2418,3,7,10,33,260,0,0,0,0,5,1,2,92,0,1,4,14,1,7,4,390
Sergei Volchenkov,4,198,4,15,19,-9,93,5,116,54,42,0,0,117,1887,0,0,0,0,8,0,0,0,0,47,0,1,0,0,0,0,0,0,0,0,817
Knight Sir Lancelot Bois,4,197,5,24,29,-57,103,35,217,137,72,0,0,143,2377,0,3,3,10,68,0,0,0,1,206,1,1,0,0,0,0,0,0,7,6,0
Mathias Chouinard,5,195,7,43,50,-2,712,275,459,310,289,89,99,253,3891,2,6,8,23,364,0,1,1,11,386,1,2,8,0,0,0,0,12,0,0,0
Billy Derlago,5,194,11,13,24,-80,10,0,62,174,134,0,0,26,2806,1,3,4,11,121,0,0,0,0,109,1,1,382,0,0,0,0,0,0,4,4356
Peter Gasparino,4,194,3,3,6,-15,12,10,73,59,15,0,0,5,623,1,0,1,1,17,0,0,0,0,24,0,0,686,0,0,1,1,1,2,1,5638
Philippe Brousseau,5,193,33,46,79,-10,232,100,135,116,383,112,232,44,2502,4,15,19,25,229,0,0,0,3,103,4,5,188,0,0,2,8,4,0,0,213
Dusty Cox,4,187,2,6,8,-15,8,0,46,16,42,0,0,1,1165,0,1,1,5,122,0,0,0,0,0,1,0,67,0,0,0,0,0,3,5,7059
Luke Valentine,6,184,34,42,76,-13,127,75,317,156,465,145,291,67,3026,4,7,11,37,346,2,2,4,15,196,6,5,178,0,0,11,31,8,1,,1
Roman Andreev,4,184,18,32,50,10,55,35,102,99,240,77,148,26,1941,6,6,12,18,140,0,0,0,1,24,4,3,288,0,0,0,1,1,0,0,0
Janis Krimin?,4,183,22,33,55,-30,34,0,84,214,270,0,0,29,2632,0,2,2,5,48,1,2,3,2,233,2,0,2030,0,0,0,2,0,0,0,22
Bastien Salabanzi,4,183,1,2,3,8,8,0,35,3,5,0,0,15,258,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,7,15,9701
Edward Williams,3,182,75,76,151,72,65,,383,,485,,,105,3359.316667,6,6,12,,180.6333333,0,0,0,,86.18333333,16,,2756,,,,,0,12,37,10
Ethan Price,3,182,64,68,132,-18,47,,77,,499,,,215,4101.05,23,18,41,,425.1666667,2,1,3,,67.8,7,,133,,,,,1,9,21,0
William Hartmann,3,182,52,76,128,34,74,,252,,494,,,182,3524.35,5,4,9,,124.0166667,0,0,0,,227.8666667,5,,405,,,,,0,8,1,19
Ryuuji Minamino,3,182,35,90,125,83,22,,198,,459,,,89,3250.566667,1,0,1,,5.1,0,0,0,,5.233333333,5,,229,,,,,0,0,0,14
Eric Hudson,3,182,37,87,124,61,49,,106,,411,,,230,3355.35,2,4,6,,71.08333333,0,3,3,,199.75,9,,204,,,,,0,1,2,0
Steve Harrington,3,182,44,72,116,69,37,,82,,499,,,41,3517.316667,3,2,5,,143.0333333,0,0,0,,8.866666667,4,,25,,,,,0,1,7,1039
Jaska Seppala,3,182,47,67,114,54,26,,146,,399,,,87,3201.3,1,3,4,,52.43333333,0,0,0,,24.71666667,4,,66,,,,,0,0,1,9
Rikard Hammarberg,3,182,52,62,114,88,62,,145,,387,,,71,3319.883333,2,1,3,,70.95,0,0,0,,124.75,8,,2014,,,,,0,10,16,0
Ethan Duncan,3,182,36,74,110,-40,92,,103,,381,,,155,4317.4,9,14,23,,344.2833333,1,1,2,,410.8,2,,3752,,,,,0,0,0,93
Jimmy Wagner,3,182,37,72,109,-26,60,,129,,448,,,214,4017.033333,6,10,16,,202.5,0,0,0,,2.633333333,4,,10,,,,,0,0,3,4264
Guy LeGrande,3,182,50,59,109,37,42,,136,,379,,,82,3044.533333,1,0,1,,5.183333333,0,0,0,,12.26666667,11,,215,,,,,0,0,0,259
Burlok Sulfurgold,3,182,41,65,106,45,49,,239,,431,,,152,3456.383333,5,1,6,,129.8333333,0,0,0,,106.55,5,,65,,,,,0,3,9,6222
Zoltan Topalo,3,182,48,53,101,-70,38,,69,,411,,,233,3921.483333,3,7,10,,467.9833333,1,0,1,,18.48333333,7,,88,,,,,0,0,0,0
Kriss Darzins,3,182,32,67,99,-31,75,,258,,316,,,87,3735.1,3,9,12,,248.85,0,0,0,,54.15,2,,326,,,,,1,3,10,626
Daniel Laforest,3,182,21,77,98,25,68,,293,,380,,,46,3170.8,0,2,2,,6.3,0,1,1,,150.4833333,6,,2901,,,,,0,0,,0
Sven Svenson,3,182,34,63,97,-95,64,,396,,354,,,161,4064.05,7,17,24,,444.1166667,0,0,0,,187.6166667,5,,163,,,,,0,8,7,4192
Patric Twist,3,182,35,54,89,21,68,,217,,350,,,174,3320.266667,2,6,8,,234.2833333,0,0,0,,40.1,2,,44,,,,,0,0,0,104
Alexander Roach,3,182,31,53,84,49,48,,205,,364,,,94,3142.033333,0,0,0,,7.2,0,0,0,,72.08333333,5,,1157,,,,,0,4,11,5
Carlos Brown,3,182,43,37,80,-28,44,,129,,335,,,58,2892.833333,5,1,6,,147.5,0,0,0,,19.88333333,9,,235,,,,,0,5,15,4992
Frederick Wanesly,3,182,40,36,76,-55,83,,160,,304,,,144,3273.45,2,0,2,,65.88333333,0,0,0,,257.05,9,,502,,,,,1,0,1,91
Dwight Knight,3,182,27,47,74,-107,38,,168,,301,,,45,3563.816667,5,8,13,,189.5666667,0,0,0,,154.9333333,3,,1640,,,,,0,2,15,9717
Erben Kasius,3,182,12,61,73,-84,39,,90,,307,,,224,3689.166667,1,15,16,,235.55,1,2,3,,170.0833333,1,,0,,,,,1,1,2,17
Mikkel Asmus Sondergard,3,182,21,51,72,70,42,,198,,384,,,169,3258.716667,0,0,0,,4.783333333,0,1,1,,75.46666667,3,,0,,,,,0,0,0,0
Justin Keahi,3,182,31,38,69,-118,188,,501,,243,,,233,3386.85,3,3,6,,171.6,0,0,0,,131.0166667,6,,284,,,,,0,2,5,26
Ambacas Cuddles,3,182,17,48,65,-120,164,,409,,321,,,539,4476.966667,2,10,12,,476.6833333,2,2,4,,315.6833333,1,,0,,,,,1,0,0,7
(Clean) Andrei Kostitsyn,3,182,30,33,63,-80,76,,408,,307,,,200,3687.6,4,4,8,,163.3333333,0,0,0,,121.7166667,3,,385,,,,,0,0,0,1
Joseph Fantobens,3,182,16,45,61,47,55,,213,,268,,,125,3085.716667,0,0,0,,4.783333333,1,0,1,,70.18333333,3,,0,,,,,0,0,0,775
Conner Hutton,3,182,15,41,56,-56,67,,239,,321,,,209,3342.75,3,7,10,,182.4166667,0,1,1,,70.31666667,4,,0,,,,,0,0,,2490
Bradley Barkov,4,182,12,41,53,-26,70,,128,,264,,,257,3148.416667,2,4,6,,76.31666667,0,0,0,,224,0,,0,,,,,0,1,0,209
Freddy Dorchy,5,182,2,27,29,16,85,75,193,249,124,57,61,173,3172,1,1,2,6,85,0,2,2,5,405,0,0,0,0,0,0,0,3,0,0,0
Sid Patterson,5,182,2,7,9,-45,105,55,135,111,80,26,46,18,1535,0,1,1,8,87,0,1,1,4,116,1,1,608,0,0,2,8,0,2,14,1
Connor LeMeul II,4,182,6,3,9,-40,10,0,17,23,80,0,0,1,1927,2,1,3,11,195,0,0,0,0,42,0,1,123,0,0,3,12,0,0,0,3
Viktor Valentine,4,180,1,17,18,26,82,0,214,43,12,5,14,77,1830,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Valentin Kalashnikov,3,179,20,36,56,-66,112,,337,,245,,,414,4162.616667,1,1,2,,102.8833333,0,3,3,,349.95,0,,0,,,,,1,0,0,5
Jamal Tiggs,5,179,6,40,46,-34,194,10,434,153,77,0,0,165,3058,2,5,7,25,188,0,2,2,0,275,2,1,0,0,0,0,0,1,0,0,256
Jean-Pierre Leroux,4,179,8,11,19,-31,48,0,121,103,88,0,0,19,2286,1,0,1,1,12,0,1,1,0,68,4,0,144,0,0,0,1,0,0,5,214
Mark Dymo,4,179,1,1,2,1,0,0,1,1,3,0,0,1,113,0,0,0,1,34,0,0,0,1,25,0,0,5,1,0,0,0,0,0,0,94
Michael Abdalla,4,178,84,79,163,17,124,90,202,218,623,204,391,63,3579,25,24,49,93,531,2,0,2,5,120,8,4,366,0,3,10,17,6,0,0,12
Dravius Kane,4,177,31,35,66,-46,70,0,111,147,314,48,93,10,3109,7,11,18,57,400,1,2,3,7,247,4,1,1582,0,1,1,2,0,2,6,85
Adam Taylor,4,177,35,24,59,-20,41,15,135,140,312,81,210,30,2711,0,1,1,4,23,0,0,0,3,124,3,2,400,0,0,1,4,0,2,13,0
Brandon Holmes,4,175,63,75,138,16,342,100,301,182,667,149,319,65,2870,13,27,40,79,451,0,1,1,4,154,10,4,204,0,1,12,25,4,1,1,67
Merit Csonka,5,174,18,23,41,-15,44,20,58,97,220,0,0,20,1991,4,2,6,23,181,1,0,1,3,28,2,1,114,0,0,2,8,0,4,18,1736
Mitch O'Callahan,4,172,4,21,25,-36,6,0,32,86,75,0,0,108,1962,1,6,7,32,146,0,0,0,2,155,0,0,6,0,0,2,3,0,0,0,0
Jay Ayles,4,172,1,3,4,4,14,0,32,29,17,1,6,3,435,0,1,1,0,29,1,0,1,1,96,0,0,116,0,0,0,0,3,4,4,3061
Xander Mole,4,170,6,16,22,-29,32,0,120,178,101,0,0,14,1931,0,0,0,0,3,0,0,0,0,6,3,1,1429,0,0,0,0,0,1,0,22
Maverick Mitchell,5,170,0,1,1,-11,14,0,28,6,11,0,0,26,544,0,0,0,2,32,0,0,0,0,23,0,0,0,0,0,0,0,0,1,17,7966
Nikolai Niemiets,5,167,1,5,6,-17,27,5,89,35,44,0,0,4,992,0,0,0,1,43,0,0,0,0,36,0,0,210,0,0,1,9,0,0,0,36
Cal Labovitch,3,166,64,47,111,-52,79,,74,,410,,,223,3961.7,10,9,19,,215.6666667,1,0,1,,165.2833333,11,,542,,,,,1,0,1,2155
Stan Hanson,3,166,23,48,71,-41,65,,315,,215,,,146,2412.916667,1,4,5,,67.73333333,0,0,0,,25.78333333,4,,1896,,,,,1,0,4,764
Jmac NCheese,3,166,33,30,63,-100,70,,77,,292,,,206,3398.766667,1,1,2,,59.75,0,0,0,,18.66666667,1,,123,,,,,0,0,0,0
Al Kayhall,3,166,18,33,51,-57,42,,104,,256,,,120,2665.716667,0,0,0,,5.383333333,0,0,0,,14.26666667,0,,116,,,,,0,0,0,235
Simothy Drunkebird,3,166,17,18,35,-81,62,,110,,184,,,138,2568.35,1,0,1,,58.48333333,0,0,0,,104.2333333,2,,267,,,,,0,0,0,68
Camillo D'Antonio,4,166,3,27,30,-6,224,60,234,377,81,39,32,134,3236,0,0,0,9,237,1,0,1,2,343,0,0,4,0,0,0,0,1,0,0,0
Denver Wolfe,3,166,6,16,22,-33,118,,205,,155,,,133,2665.8,0,2,2,,31.61666667,1,1,2,,211.4333333,1,,0,,,,,0,5,5,320
Seth Paige,4,165,4,36,40,-12,178,0,348,115,55,11,35,181,3087,0,5,5,8,113,0,0,0,0,271,2,1,0,0,0,0,0,0,3,2,1598
Magnus Risku,5,165,2,1,3,-14,9,5,22,26,28,1,6,5,382,0,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,1,2,,0
Jared Fiumara,4,164,3,1,4,-16,38,20,53,28,65,22,37,7,766,0,0,0,0,9,0,0,0,0,3,1,0,17,0,0,0,0,2,3,13,7758
Haley Knight,4,162,2,8,10,-117,16,,35,,40,,,214,2315.95,0,0,0,,15.75,0,0,0,,202.5666667,0,,2,,,,,0,1,0,2689
Cameron Gibson,4,162,6,2,8,0,6,0,12,15,37,1,2,2,628,0,0,0,0,9,0,0,0,0,2,0,0,25,0,0,0,1,0,0,0,19
Andrew James,5,161,11,34,45,22,184,55,271,201,235,74,61,188,2491,5,5,10,21,228,0,0,0,10,335,3,0,3,0,0,1,1,0,2,8,5836
Maverick O'Dooley,5,161,4,13,17,-20,37,5,73,54,60,0,0,104,1886,0,0,0,16,156,0,0,0,0,155,0,1,12,0,0,0,0,0,0,0,8
Sergei Karpotsov,4,159,56,98,154,42,393,145,301,231,506,127,274,68,2506,8,10,18,51,322,2,2,4,11,117,16,2,3384,1,1,3,4,8,0,0,122
Ryan Haan,5,159,11,12,23,-20,90,0,314,61,161,0,0,2,2590,3,3,6,31,308,0,0,0,0,2,0,1,162,0,0,2,2,0,0,0,0
Ryan Dumoulin,5,158,3,30,33,-20,199,55,185,185,177,50,56,195,2610,1,7,8,39,317,0,0,0,0,181,0,1,0,0,0,0,2,3,6,15,3062
TJ Jock,3,158,8,14,22,-8,140,80,82,121,179,57,109,37,1775,0,0,0,0,2,0,0,0,1,49,3,0,582,0,0,0,0,2,11,23,0
Kip O'Callahan,4,158,1,1,2,-23,4,0,18,15,24,0,0,3,590,0,0,0,0,19,0,0,0,0,33,0,0,31,0,0,0,0,0,0,0,0
Colt Constantine,3,156,33,48,81,3,62,0,173,128,341,0,0,52,3357,6,13,19,93,493,0,0,0,0,134,1,4,149,0,1,6,12,0,0,0,13
Justin Cunningham,4,156,0,11,11,-20,69,5,99,50,69,27,44,35,1396,0,0,0,0,3,0,0,0,0,51,0,0,88,0,0,0,0,0,0,0,0
Jordan Eberle,4,156,3,3,6,-14,8,0,21,18,37,0,0,4,636,0,1,1,3,68,0,0,0,1,59,0,0,12,0,0,0,0,0,0,0,4
Computer Lorre,3,156,0,0,0,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
Paska Jakaitis,5,155,0,8,8,-15,61,5,96,17,4,0,0,28,796,0,0,0,0,2,0,0,0,0,61,0,0,0,0,0,0,0,0,1,1,5702
Kyle Derringer,3,154,4,45,49,-38,246,140,290,322,218,77,104,245,3800,2,9,11,22,448,0,2,2,5,406,0,0,0,0,0,0,1,4,0,2,5486
Riley Forsberg,4,154,12,11,23,-35,109,5,186,56,136,0,0,5,2537,1,2,3,12,290,0,0,0,1,21,3,1,169,0,0,2,6,0,4,14,44
Per-Johan Steen,3,154,4,4,8,-11,46,10,122,58,46,6,35,20,998,0,0,0,0,12,0,0,0,0,2,0,1,22,0,0,0,1,3,0,0,170
Fedor Karpotsov,4,153,36,58,94,-30,316,125,219,151,473,97,261,67,2452,7,19,26,62,296,1,0,1,6,94,7,2,234,0,0,3,12,6,0,0,1
Mikhail Svendson,3,153,20,38,58,-20,250,110,227,194,216,78,138,61,2714,6,10,16,27,393,0,0,0,0,96,3,2,1316,0,0,1,4,5,1,0,205
Ryan Bolt,4,153,15,27,42,-41,58,0,128,239,140,0,0,51,2407,7,9,16,38,298,0,0,0,1,179,2,0,1378,0,0,0,1,0,4,11,7294
Wuma Duce,4,153,13,22,35,-35,97,5,285,116,177,55,131,20,2203,0,0,0,1,15,0,0,0,0,3,1,2,147,0,0,0,0,0,2,5,255
Jas Brar,4,153,6,19,25,4,149,45,120,185,108,46,51,124,2512,3,2,5,15,233,0,0,0,5,271,0,0,0,0,0,1,2,4,0,0,24
Alexander Volkov,4,153,0,0,0,-3,2,0,25,3,4,0,0,5,468,0,0,0,1,54,0,0,0,0,53,0,0,16,0,0,1,2,0,4,10,331
Mini Uzy,4,152,14,16,30,-9,79,25,119,75,226,64,138,30,1598,0,1,1,0,34,1,0,1,5,134,4,1,51,0,0,0,2,2,0,3,3208
ZzJack's Robot Parm,3,152,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Smirnov Light,4,151,51,90,141,10,75,15,385,449,460,24,43,34,3307,12,25,37,99,460,1,1,2,13,268,8,3,3296,1,0,3,9,0,0,1,1
Teemu Sirius,4,151,32,15,47,-30,37,5,66,117,276,0,0,17,2110,9,3,12,54,329,0,0,0,0,26,8,3,183,1,0,0,3,0,0,0,66
Craig Stewart Jr.,4,151,3,19,22,-59,52,0,156,120,40,0,0,140,2523,0,0,0,8,77,0,0,0,0,126,1,0,0,0,0,0,0,0,0,0,4
Computer Davis,3,151,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12556
Alexei Kyecholyze,3,150,71,68,139,-48,159,45,201,146,454,146,294,38,2865,25,23,48,99,503,1,0,1,4,61,8,2,195,0,2,2,11,0,0,0,14
Buster Killington,3,150,61,73,134,-6,138,0,468,263,540,0,0,38,3458,21,17,38,97,484,1,0,1,5,316,10,3,251,1,1,6,17,0,0,0,1
Jakub Bruchevsi,3,150,48,52,100,49,32,,110,,375,,,117,2671.216667,4,1,5,,40.96666667,0,0,0,,16.73333333,10,,1292,,,,,0,1,0,2
Luuk Kraaijkamp,3,150,30,57,87,-1,29,5,103,142,329,95,265,19,2739,7,17,24,51,351,0,0,0,0,0,3,0,191,0,0,0,0,0,1,1,436
Michael Barrett,3,150,33,37,70,-24,18,0,92,193,327,0,0,13,3006,4,9,13,56,441,0,0,0,2,115,5,0,208,0,1,4,15,0,1,0,0
Daniel Bischoff,3,150,35,27,62,-4,40,,109,,231,,,73,2329.516667,0,0,0,,5.916666667,0,0,0,,41.25,3,,75,,,,,0,0,0,201
Xavier LaFlamme,3,150,14,42,56,-3,105,5,190,244,206,82,165,80,2848,1,2,3,8,166,0,1,1,1,135,2,0,106,0,0,0,0,3,0,,0
Dion?z Vysko?,3,150,23,29,52,-5,0,0,28,109,244,35,116,14,2558,2,4,6,31,262,0,0,0,0,25,5,1,210,0,1,0,0,0,0,0,0
Theodore Graham,3,150,11,40,51,-13,249,45,440,119,66,0,0,181,3109,2,4,6,14,112,0,0,0,0,261,2,0,0,1,0,0,0,2,1,0,0
